PassengerId,Survived_pred,Survived_prob
1006,1,0.9924858100421701
1007,0,0.09432069348108671
1008,0,0.03997740258378767
1009,1,0.9072439584772306
1010,0,0.47947206859001135
1011,1,0.9416572933287368
1012,1,0.9538057876301109
1013,0,0.12126690568120244
1014,1,0.9706482305547564
1015,0,0.07179284926651683
1016,0,0.14132416497894754
1017,1,0.6274964542124571
1018,0,0.11119844053816436
1019,1,0.8360612251992197
1020,0,0.1471489053749302
1021,0,0.07722533465240787
1022,0,0.2757578149071667
1023,0,0.0686788537786576
1024,0,0.031691699289098284
1025,0,0.03742392477472947
1026,0,0.0762165087266215
1027,0,0.07273676401278101
1028,0,0.39554179011868135
1029,0,0.1254045012531092
1030,0,0.21664760661198226
1031,0,0.01712758798992823
1032,0,0.03663198539164312
1033,1,0.9372238542295892
1034,0,0.3646714789319643
1035,0,0.09906674250012246
1036,0,0.44703015656298806
1037,0,0.194825789183635
1038,0,0.1114661308130926
1039,0,0.08684956410896962
1040,0,0.3280697056983624
1041,0,0.06138995269471781
1042,1,0.9798063945602348
1043,0,0.1438111906216275
1044,0,0.04074619637980368
1045,1,0.6115000095394193
1046,0,0.09056157219031113
1047,0,0.0934859286780693
1048,1,0.9730823544961819
1049,0,0.37038350048944896
1050,0,0.44703015656298806
1051,1,0.5957622310085517
1052,1,0.8322444252768956
1053,1,0.7420797106522901
1054,1,0.8729466435226539
1055,0,0.05302368069092172
1056,0,0.12058544803636013
1057,0,0.4847422855328751
1058,0,0.14489200402124192
1059,0,0.08045686526185442
1060,1,0.9504342867418684
1061,0,0.25955185558855753
1062,0,0.07179284926651683
1063,1,0.6734208846539113
1064,0,0.16857816904120737
1065,0,0.11831015587852838
1066,0,0.046846200784996433
1067,1,0.9492459890633398
1068,1,0.9396515278230221
1069,0,0.23620102898856754
1070,1,0.9700916843073495
1071,1,0.9834684511983199
1072,0,0.11008533514428087
1073,0,0.3058402600116272
1074,1,0.9473347574328861
1075,0,0.14132416497894754
1076,1,0.9004769499906339
1077,0,0.12067157814407178
1078,1,0.9369166493041293
1079,0,0.12263976219599457
1080,0,0.05902295439930654
1081,0,0.12058544803636013
1082,0,0.11156799715156543
1083,0,0.19604530465937858
1084,0,0.3195518217305041
1085,0,0.059528415662885706
1086,1,0.7117769134070232
1087,0,0.0606985885453045
1088,1,0.9818929725540303
1089,0,0.4238043107366995
1090,0,0.07658795782280917
1091,0,0.2662197171015969
1092,1,0.8845371128553488
1093,1,0.9546627674328202
1094,0,0.14286367234425335
1095,1,0.9381492324608339
1096,0,0.08370933004960998
1097,0,0.24962893295527977
1098,1,0.5356717488599987
1099,0,0.07697934041899931
1100,1,0.9441136059357603
1101,0,0.06227545330755113
1102,0,0.260149458529336
1103,0,0.03435951154306749
1104,0,0.08931256449797165
1105,1,0.9499389319653442
1106,1,0.6218446987229145
1107,0,0.1698146055048884
1108,1,0.7024219731665727
1109,0,0.09100499683840496
1110,1,0.9513342937211953
1111,0,0.09835126421297928
1112,1,0.9435559194970661
1113,0,0.08684956410896962
1114,1,0.921502763352063
1115,0,0.11119844053816436
1116,1,0.760681572006051
1117,1,0.5251214459068237
1118,0,0.10748632259553827
1119,1,0.7125057957001226
1120,0,0.0951504249331084
1121,0,0.12058544803636013
1122,0,0.10486771922200744
1123,1,0.9552912276916306
1124,0,0.049502592696586564
1125,0,0.125263692617788
1126,0,0.24880684656827365
1127,0,0.08456162102552257
1128,1,0.587532785367546
1129,0,0.3265818186048829
1130,1,0.902506702609505
1131,1,0.9652782083268476
1132,1,0.8506634967137993
1133,1,0.940612116945893
1134,1,0.508747163256944
1135,0,0.07254589785332007
1136,0,0.05854764147002508
1137,0,0.1294942763105673
1138,1,0.9210974625966953
1139,0,0.10114410478733162
1140,1,0.9416572933287368
1141,0,0.27274552631861754
1142,1,0.8846110122028373
1143,0,0.18134271253339743
1144,0,0.2423245255453504
1145,0,0.07578102916802014
1146,0,0.09668168904648007
1147,0,0.07179284926651683
1148,0,0.14132416497894754
1149,0,0.09835126421297928
1150,1,0.9189806042490043
1151,0,0.11119844053816436
1152,0,0.11105162882154708
1153,0,0.0739818356383215
1154,1,0.9568313739651804
1155,1,0.866223106728692
1156,0,0.20168789923512498
1157,0,0.07254589785332007
1158,0,0.046885815242855886
1159,0,0.07179284926651683
1160,0,0.2662197171015969
1161,0,0.08899461827635452
1162,0,0.29502869060552106
1163,0,0.14132416497894754
1164,1,0.8754662809724831
1165,1,0.8778485587251905
1166,0,0.11601485061189641
1167,1,0.928538023642267
1168,0,0.099867909109336
1169,0,0.11156799715156543
1170,0,0.08432443099391332
1171,0,0.0793278234357698
1172,0,0.1806195638391685
1173,1,0.9815066126991714
1174,1,0.7125057957001226
1175,0,0.4175042615359983
1176,1,0.736669523900947
1177,0,0.035390652470680226
1178,0,0.07179284926651683
1179,0,0.21797131761228186
1180,0,0.11831015587852838
1181,0,0.09835126421297928
1182,0,0.1114661308130926
1183,0,0.15903072390575373
1184,0,0.11831015587852838
1185,0,0.2102388153570193
1186,0,0.09244044597327598
1187,0,0.11581770540551622
1188,1,0.9060443399052905
1189,0,0.15012685402484643
1190,0,0.11276679114551393
1191,0,0.16385230298457906
1192,0,0.154417401580399
1193,0,0.10057352425679687
1194,0,0.07546685943169289
1195,0,0.07578102916802014
1196,1,0.7125057957001226
1197,1,0.9612010758161011
1198,0,0.16153814863617041
1199,1,0.9207993916021937
1200,0,0.19247957573779265
1201,0,0.1814792680277947
1202,0,0.08899461827635452
1203,0,0.28539220196824544
1204,0,0.07179284926651683
1205,0,0.43278897383924664
1206,1,0.9748548113878875
1207,1,0.8196677850389951
1208,0,0.32300412266224465
1209,0,0.11018135486177211
1210,0,0.41120355922560026
1211,0,0.10989717769990918
1212,0,0.209738980976143
1213,0,0.25456068976458773
1214,0,0.1254045012531092
1215,0,0.3911608461117726
1216,1,0.9818904076678282
1217,0,0.05497045048019965
1218,1,0.9364323101895928
1219,0,0.20212419117651087
1220,0,0.1014240160911703
1221,0,0.0786181960825935
1222,1,0.9642397743650606
1223,0,0.3177368058102254
1224,0,0.11601485061189641
1225,1,0.8084862542572117
1226,0,0.3505501463361545
1227,0,0.1981128397301609
1228,0,0.2599932103444692
1229,0,0.03653527218960499
1230,0,0.12410979759215433
1231,0,0.11831015587852838
1232,0,0.09993744163846306
1233,0,0.0904523249688827
1234,0,0.029004870012779207
1235,1,0.9816881528023392
1236,0,0.04749727549675161
1237,1,0.8796553754974604
1238,0,0.1254045012531092
1239,1,0.7260296051098102
1240,0,0.07628898062919293
1241,1,0.9755419162400826
1242,1,0.9449886489393262
1243,0,0.08370933004960998
1244,0,0.08931256449797165
1245,0,0.06293374047302105
1246,1,0.8802644797825538
1247,0,0.19900982963594013
1248,1,0.9587187459135756
1249,0,0.09190494969515646
1250,0,0.14132416497894754
1251,1,0.6223380347146106
1252,0,0.029677253639687352
1253,1,0.9458470713982766
1254,1,0.9755419162400826
1255,0,0.2879333170545131
1256,1,0.9487114004889912
1257,0,0.03346058483995974
1258,0,0.08221673174400965
1259,0,0.09791414374170536
1260,1,0.9477762851482413
1261,0,0.2812099885595124
1262,0,0.07883951445791089
1263,1,0.989009498804316
1264,0,0.017046562468884283
1265,0,0.1407930563279937
1266,1,0.9701007932068736
1267,1,0.9604456392158528
1268,0,0.12108821034128006
1269,0,0.0793278234357698
1270,0,0.0758460932678493
1271,1,0.5767079548300417
1272,0,0.14132416497894754
1273,0,0.19342245558002735
1274,0,0.35386125260201473
1275,1,0.533206997811718
1276,0,0.09899429694029108
1277,1,0.9280938693826519
1278,0,0.10940103085678676
1279,0,0.06647246449380903
1280,0,0.11498374240899749
1281,0,0.04131024492472937
1282,0,0.27393943981355806
1283,1,0.9519646112980541
1284,0,0.144003805225091
1285,0,0.07880292673732471
1286,0,0.06669525453607505
1287,1,0.9529918024296172
1288,0,0.10812566795645362
1289,1,0.9803001284843131
1290,0,0.11119844053816436
1291,0,0.09920657874500075
1292,1,0.9726381662125853
1293,0,0.1030984511601173
1294,1,0.9785232394808135
1295,0,0.1145925854247707
1296,0,0.25448874737773247
1297,1,0.629799224224971
1298,0,0.07087655504466533
1299,0,0.09781847283466424
1300,1,0.7620811858214518
1301,1,0.7220236376144381
1302,1,0.7125057957001226
1303,1,0.9752134102562676
1304,1,0.5545667894713443
1305,0,0.09835126421297928
1306,1,0.9665228217059729
1307,0,0.035390652470680226
1308,0,0.09835126421297928
1309,0,0.14216896672459553
